"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","response","exp_trial_type","stimulus","view_history","screen_id","angle","radius","distribution","choice","correct","order","angle_a","radius_a","angle_b","radius_b","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tc_angle","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","angle_c","radius_c","question_order"
"true","false","[]","[]","[]","preload","0","28","0.0-0.0","2d_cat_multi_stim_exp1","2022-4-5","16:11:5","25","75","3","9","10","40","30","120","15","20","[""Prefer not to say""]","Yes","Female","2267589","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","1","14631","0.0-1.0","2d_cat_multi_stim_exp1","2022-4-5","16:11:5","25","75","3","9","10","40","30","120","15","20","[""Prefer not to say""]","Yes","Female","2267589","14584","{""response"":""15""}","enter-sub-number","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","17479","0.0-2.0","2d_cat_multi_stim_exp1","2022-4-5","16:11:5","25","75","3","9","10","40","30","120","15","20","[""Prefer not to say""]","Yes","Female","2267589","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","3","109885","0.0-3.0","2d_cat_multi_stim_exp1","2022-4-5","16:11:5","25","75","3","9","10","40","30","120","15","20","[""Prefer not to say""]","Yes","Female","2267589","92400","0","","consent.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","4","118125","0.0-4.0","2d_cat_multi_stim_exp1","2022-4-5","16:11:5","25","75","3","9","10","40","30","120","15","20","[""Prefer not to say""]","Yes","Female","2267589","8236","0","","<div style= ""font-size:25px;"" <p> <strong> Welcome to the experiment! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> The experiment will be canceled and your data will be lost <br> if you try to go back or refresh the page at any point during the experiment.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","5","190045","0.0-5.0","2d_cat_multi_stim_exp1","2022-4-5","16:11:5","25","75","3","9","10","40","30","120","15","20","[""Prefer not to say""]","Yes","Female","2267589","71915","","","","[{""page_index"":0,""viewing_time"":8708},{""page_index"":1,""viewing_time"":3023},{""page_index"":2,""viewing_time"":23424},{""page_index"":3,""viewing_time"":36760}]","instructions_1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","193740","0.0-6.0","2d_cat_multi_stim_exp1","2022-4-5","16:11:5","25","75","3","9","10","40","30","120","15","20","[""Prefer not to say""]","Yes","Female","2267589","3693","","","","[{""page_index"":0,""viewing_time"":3693}]","Click to see the kinds of turtles that will appear in the study.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","7","208761","0.0-7.0","2d_cat_multi_stim_exp1","2022-4-5","16:11:5","25","75","3","9","10","40","30","120","15","20","[""Prefer not to say""]","Yes","Female","2267589","null","null","","","","demo_range","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","8","212532","0.0-8.0","2d_cat_multi_stim_exp1","2022-4-5","16:11:5","25","75","3","9","10","40","30","120","15","20","[""Prefer not to say""]","Yes","Female","2267589","3269","","","","[{""page_index"":0,""viewing_time"":3269}]","Click to see some turtles in the subspecies.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","9","227550","0.0-9.0","2d_cat_multi_stim_exp1","2022-4-5","16:11:5","25","75","3","9","10","40","30","120","15","20","[""Prefer not to say""]","Yes","Female","2267589","null","null","","","","demo_in","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","10","271283","0.0-10.0","2d_cat_multi_stim_exp1","2022-4-5","16:11:5","25","75","3","9","10","40","30","120","15","20","[""Prefer not to say""]","Yes","Female","2267589","43233","","","","[{""page_index"":0,""viewing_time"":11385},{""page_index"":1,""viewing_time"":22999},{""page_index"":2,""viewing_time"":8849}]","instructions_2","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","11","274365","0.0-11.0","2d_cat_multi_stim_exp1","2022-4-5","16:11:5","25","75","3","9","10","40","30","120","15","20","[""Prefer not to say""]","Yes","Female","2267589","3078","","","","[{""page_index"":0,""viewing_time"":3078}]","Click to begin the first phase of the experiment.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","12","274874","0.0-12.0-0.0","2d_cat_multi_stim_exp1","2022-4-5","16:11:5","25","75","3","9","10","40","30","120","15","20","[""Prefer not to say""]","Yes","Female","2267589","null","null","","","","fixation","","","","","","","","","","","","","","","","","","","","","","","","","",""
