"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","exp_name","date","time","angle_mean_in","radius_mean_in","angle_sd_in","radius_sd_in","angle_min_out","angle_max_out","radius_min_out","radius_max_out","sub_n","age","race","ethnicity","gender","exp_duration","rt","response","exp_trial_type","stimulus","view_history","screen_id","angle","radius","distribution","choice","correct","order","angle_a","radius_a","angle_b","radius_b","angle_c","radius_c","jkl_correct","transfer_trial_type","choice_set","abc_correct","tc_correct","tc_angle","tdc_a","tdc_b","tdc_c","pair","category_a","category_b","category_c","question_order"
"true","false","[]","[]","[]","preload","0","40","0.0-0.0","2d_cat_multi_stim_exp1","2022-5-4","15:42:8","25","75","3","9","10","40","30","120","95","20","[""White""]","Prefer not to say","Nonbinary/third gender","3439327","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-html-form","1","1656","0.0-1.0","2d_cat_multi_stim_exp1","2022-5-4","15:42:8","25","75","3","9","10","40","30","120","95","20","[""White""]","Prefer not to say","Nonbinary/third gender","3439327","1595","{""response"":""95""}","enter-sub-number","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"true","","","","","fullscreen","2","3240","0.0-2.0","2d_cat_multi_stim_exp1","2022-5-4","15:42:8","25","75","3","9","10","40","30","120","95","20","[""White""]","Prefer not to say","Nonbinary/third gender","3439327","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","image-button-response","3","1241850","0.0-3.0","2d_cat_multi_stim_exp1","2022-5-4","15:42:8","25","75","3","9","10","40","30","120","95","20","[""White""]","Prefer not to say","Nonbinary/third gender","3439327","1238603","0","","consent.png","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","4","1246802","0.0-4.0","2d_cat_multi_stim_exp1","2022-5-4","15:42:8","25","75","3","9","10","40","30","120","95","20","[""White""]","Prefer not to say","Nonbinary/third gender","3439327","4947","0","","<div style= ""font-size:25px;"" <p> <strong> Welcome to the experiment! </strong><br> <p style=""color:#8B0000; font-size:25px;""><strong> Please do NOT exit full screen until you are done with the experiment. </strong> </p><p style=""font-size:25px;color:#8B0000;""> <strong> The experiment will be canceled and your data will be lost <br> if you try to go back or refresh the page at any point during the experiment.</strong> </p><br><p> <strong> Thanks in advance for your contribution to our research! </strong></p>","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","5","1292673","0.0-5.0","2d_cat_multi_stim_exp1","2022-5-4","15:42:8","25","75","3","9","10","40","30","120","95","20","[""White""]","Prefer not to say","Nonbinary/third gender","3439327","45868","","","","[{""page_index"":0,""viewing_time"":5668},{""page_index"":1,""viewing_time"":2104},{""page_index"":2,""viewing_time"":12655},{""page_index"":3,""viewing_time"":25440}]","instructions_1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","6","1295386","0.0-6.0","2d_cat_multi_stim_exp1","2022-5-4","15:42:8","25","75","3","9","10","40","30","120","95","20","[""White""]","Prefer not to say","Nonbinary/third gender","3439327","2709","","","","[{""page_index"":0,""viewing_time"":2708}]","Click to see the kinds of turtles that will appear in the study.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","7","1310404","0.0-7.0","2d_cat_multi_stim_exp1","2022-5-4","15:42:8","25","75","3","9","10","40","30","120","95","20","[""White""]","Prefer not to say","Nonbinary/third gender","3439327","null","null","","","","demo_range","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","8","1313857","0.0-8.0","2d_cat_multi_stim_exp1","2022-5-4","15:42:8","25","75","3","9","10","40","30","120","95","20","[""White""]","Prefer not to say","Nonbinary/third gender","3439327","2951","","","","[{""page_index"":0,""viewing_time"":2951}]","Click to see some turtles in the subspecies.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","canvas-keyboard-response","9","1328873","0.0-9.0","2d_cat_multi_stim_exp1","2022-5-4","15:42:8","25","75","3","9","10","40","30","120","95","20","[""White""]","Prefer not to say","Nonbinary/third gender","3439327","null","null","","","","demo_in","","","","","","","","","","","","","","","","","","","","","","","","","",""
