angle_psy,radius_psy,distribution,angle,radius
-25.058643188180547,21.86584742500645,out,10,100
-26.294780008712905,25.667639801519073,out,10,110
-17.24471419265992,38.31900658427885,out,10,120
-11.78582208024834,-47.197680703838124,out,13.333333333333334,30
-13.812272383799925,-28.246246339748183,out,13.333333333333334,40
-14.288613478956966,-19.47458557765478,out,13.333333333333334,50
-16.069895102635517,-14.688104953522283,out,13.333333333333334,60
-17.061671513130054,-1.8583481192367435,out,13.333333333333334,70
-15.419678965306815,4.051809714461715,out,13.333333333333334,80
-15.294651217677695,11.650982011167557,out,13.333333333333334,90
-16.347707353605657,22.15151605243173,out,13.333333333333334,100
-18.6683632621767,25.713185250766657,out,13.333333333333334,110
-11.583444559734769,36.83671150240366,out,13.333333333333334,120
-3.854444583879955,-37.839221398100115,out,16.666666666666668,30
-6.434931347647433,-28.781314995157256,out,16.666666666666668,40
-7.5340638445339785,-22.722185913912718,out,16.666666666666668,50
-10.263682963265863,-11.91897290044424,out,16.666666666666668,60
-8.738777844830643,-3.5251588907673015,out,16.666666666666668,70
-7.852248158403224,3.6403921327033943,out,16.666666666666668,80
-7.600140067035215,11.694194659990844,out,16.666666666666668,90
-8.016341662390321,20.515013962939946,out,16.666666666666668,100
-1.169140360761046,32.49794715537812,out,16.666666666666668,110
-8.810507338659605,32.408384833021515,out,16.666666666666668,120
2.445590474011155,-44.223463273306976,out,20,30
0.7392373788061692,-28.914009578536476,out,20,40
-1.111262319915331,-19.72442278821913,out,20,50
-2.8055088356799116,-12.009141647974065,out,20,60
-1.8523404138595856,-4.389030609965644,out,20,70
4.27347324699249,6.007728652127032,out,20,80
4.525581338360497,14.061531179414452,out,20,90
-2.0501054093002016,19.209515251994798,out,20,100
4.241814584780475,30.918040937323827,out,20,110
-0.24546216365207335,33.671082465078506,out,20,120
8.482838572689262,-36.182860173267784,out,23.333333333333336,30
7.5356811303297615,-29.700414454373103,out,23.333333333333336,40
6.173584842075229,-19.771069576527797,out,23.333333333333336,50
5.105865120429851,-11.146735308234629,out,23.333333333333336,60
6.114295859669902,-4.832077509787723,out,23.333333333333336,70
2.8704971925047977,4.486526510096149,out,23.333333333333336,80
2.6682770602801194,12.272299646954123,out,23.333333333333336,90
6.037685057187335,18.83794285628725,out,23.333333333333336,100
3.827699077715467,25.577048104177866,out,23.333333333333336,110
4.864990227353816,34.05894972914791,out,23.333333333333336,120
15.814236485509353,-36.00645033495694,out,26.666666666666668,30
15.252390304013378,-29.03999515872205,out,26.666666666666668,40
13.5531166782269,-20.094585633892002,out,26.666666666666668,50
12.48539695658152,-11.470251365598834,out,26.666666666666668,60
13.025192845037619,-4.993799379121333,out,26.666666666666668,70
10.05835695583985,3.72320622143093,out,26.666666666666668,80
9.856136823615172,11.508979358288904,out,26.666666666666668,90
12.681528246918012,18.119568039973444,out,26.666666666666668,100
10.666189960932318,24.89192609766373,out,26.666666666666668,110
11.703481110570666,33.37382772263378,out,26.666666666666668,120
27.695271192012214,-39.60484773105104,out,30,30
22.352837018490987,-28.524941711473254,out,30,40
21.47255583340901,-20.72029373829057,out,30,50
25.010484020477833,-14.909939338890695,out,30,60
20.108047035704146,-5.168712931235677,out,30,70
22.61441415512852,-0.8825523523480734,out,30,80
22.63761899309335,6.694119077527753,out,30,90
19.704269112200674,18.00041494305433,out,30,100
27.418378437931832,29.46373480794052,out,30,110
19.320478500441766,31.816697210984586,out,30,120
30.196844954817227,-38.42373928377126,out,33.333333333333336,30
29.47450101209327,-28.500388839415404,out,33.333333333333336,40
27.2483058253611,-23.481083052806287,out,33.333333333333336,50
33.382538938415706,-15.836617993016356,out,33.333333333333336,60
27.244247082947368,-4.697625317003384,out,33.333333333333336,70
28.98449307038132,2.284283767778492,out,33.333333333333336,80
29.00769790834615,9.860955197654345,out,33.333333333333336,90
27.109139678637415,17.883415225571724,out,33.333333333333336,100
36.12931427250674,29.749403435365785,out,33.333333333333336,110
23.36890523035653,29.002069923950394,out,33.333333333333336,120
43.87461261554665,-40.51029713256434,out,36.66666666666667,30
36.79756880098823,-29.771139915849886,out,36.66666666666667,40
35.06883424933929,-19.817664678486338,out,36.66666666666667,50
32.57345504512133,-16.400270800355912,out,36.66666666666667,60
32.72297051958462,-5.590898628938346,out,36.66666666666667,70
36.680631202501125,1.9470375679473575,out,36.66666666666667,80
35.936128847199285,8.96505744637653,out,36.66666666666667,90
32.53668263572355,16.95289847687365,out,36.66666666666667,100
28.363126476199433,20.641221259659716,out,36.66666666666667,110
33.69840665686778,31.528177237945208,out,36.66666666666667,120
45.13982813678973,-35.30081098171357,out,40,30
43.93279297301265,-27.77754947601366,out,40,40
42.169259398766634,-19.284215246280475,out,40,50
39.2948238664294,-17.257163971228994,out,40,60
40.18114464717057,-5.681067376468167,out,40,70
41.731478803889154,2.8781336236090143,out,40,80
40.98697644858731,9.896153502038187,out,40,90
37.94763758126505,15.372992258819348,out,40,100
34.02439610912457,19.158926177784515,out,40,110
41.32482340340398,31.573722687192795,out,40,120
